C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_204.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_204.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_204.jpg, 0, 0, 0, 7.83237E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_310.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_310.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_310.jpg, 0, 0, 0, 7.839885E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_415.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_415.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_415.jpg, 0, 0, 0, 7.79957E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_517.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_517.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_517.jpg, 0, 0, 0, 7.862256E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_617.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_617.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_617.jpg, 0, 0, 0, 7.805958E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_723.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_723.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_723.jpg, 0, 0, 0, 7.784979E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_825.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_825.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_825.jpg, 0, 0, 0, 7.869761E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_12_934.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_12_934.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_12_934.jpg, 0, 0, 0, 7.775805E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_034.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_034.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_034.jpg, 0, 0, 0, 7.794845E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_137.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_137.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_137.jpg, 0, 0, 0, 7.867884E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_238.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_238.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_238.jpg, 0, 0, 0, 7.827711E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_339.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_339.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_339.jpg, 0, 0, 0, 7.897642E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_444.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_444.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_444.jpg, 0, 0, 0, 7.994712E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_550.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_550.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_550.jpg, 0, 0, 0, 7.784615E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_654.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_654.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_654.jpg, 0, 0, 0, 7.820662E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_761.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_761.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_761.jpg, 0, 0, 0, 7.98955E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_866.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_866.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_866.jpg, 0, 0, 0, 8.247279E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_13_971.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_13_971.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_13_971.jpg, 0, 0, 0, 7.902525E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_076.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_076.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_076.jpg, 0, 0, 0, 7.891317E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_182.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_182.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_182.jpg, 0, 0, 0, 8.043969E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_286.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_286.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_286.jpg, 0, 0, 0, 7.842027E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_390.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_390.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_390.jpg, 0, 0, 0, 7.796087E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_493.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_493.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_493.jpg, 0, 0, 0, 8.189568E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_595.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_595.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_595.jpg, 0, 0, 0, 7.882105E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_699.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_699.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_699.jpg, 0, 0, 0, 7.824162E-05
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_804.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_804.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_804.jpg, 0, 0.1951629, 0, 0.1245372
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_14_909.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_14_909.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_14_909.jpg, 0, 0.1007868, 0, 0.3598023
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_010.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_010.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_010.jpg, 0, 0, 0, 0.3562763
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_111.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_111.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_111.jpg, 0, 0.02119681, 0, 0.3771438
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_216.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_216.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_216.jpg, -0.1819818, 0.0728721, 0, 0.4050094
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_318.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_318.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_318.jpg, -0.3008658, 0.3820587, 0, 0.7281454
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_420.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_420.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_420.jpg, 0, 0.6872478, 0, 1.334256
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_523.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_523.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_523.jpg, -0.311286, 0.7897313, 0, 2.289175
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_625.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_625.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_625.jpg, -0.1659474, 0.5092847, 0, 3.054605
C:\Users\imana\Downloads\Data_Car\IMG\center_2022_09_06_19_09_15_727.jpg, C:\Users\imana\Downloads\Data_Car\IMG\left_2022_09_06_19_09_15_727.jpg, C:\Users\imana\Downloads\Data_Car\IMG\right_2022_09_06_19_09_15_727.jpg, -0.2063241, 0.6690476, 0, 3.81036
